[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=51331 | powershell.exe | uy.edu.um.entities.User@6e5e91e4 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=67431 | docker.exe | uy.edu.um.entities.User@23ab930d | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=75058 | mvn.exe | uy.edu.um.entities.User@4629104a | P=162
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=69277 | chrome.exe | uy.edu.um.entities.User@5fa7e7ff | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=2482 | gradle.exe | uy.edu.um.entities.User@2d38eb89 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=97094 | netstat.exe | uy.edu.um.entities.User@1ed6993a | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=6740 | netstat.exe | uy.edu.um.entities.User@4629104a | P=227
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26767 | ping.exe | uy.edu.um.entities.User@2d8e6db6 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=78279 | notepad.exe | uy.edu.um.entities.User@619a5dff | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=2380 | services.exe | uy.edu.um.entities.User@4629104a | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=15097 | explorer.exe | uy.edu.um.entities.User@4629104a | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=65342 | docker.exe | uy.edu.um.entities.User@1ed6993a | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=30885 | node.exe | uy.edu.um.entities.User@2d8e6db6 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47496 | explorer.exe | uy.edu.um.entities.User@4629104a | P=197
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=84355 | powershell.exe | uy.edu.um.entities.User@3fa77460 | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77007 | gradle.exe | uy.edu.um.entities.User@619a5dff | P=118
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26529 | netstat.exe | uy.edu.um.entities.User@3fa77460 | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47896 | diskpart.exe | uy.edu.um.entities.User@4629104a | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=553 | taskmgr.exe | uy.edu.um.entities.User@6e5e91e4 | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46223 | gradle.exe | uy.edu.um.entities.User@6e5e91e4 | P=56
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46291 | regedit.exe | uy.edu.um.entities.User@6e5e91e4 | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=37071 | wmic.exe | uy.edu.um.entities.User@4d76f3f8 | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=2127 | ping.exe | uy.edu.um.entities.User@2d8e6db6 | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=32221 | control.exe | uy.edu.um.entities.User@4d76f3f8 | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=13005 | java.exe | uy.edu.um.entities.User@2d8e6db6 | P=85
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=60897 | java.exe | uy.edu.um.entities.User@3fa77460 | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=98632 | control.exe | uy.edu.um.entities.User@5fa7e7ff | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=91074 | regedit.exe | uy.edu.um.entities.User@4629104a | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=78137 | mvn.exe | uy.edu.um.entities.User@6e5e91e4 | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=55534 | explorer.exe | uy.edu.um.entities.User@4534b60d | P=164
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=65040 | explorer.exe | uy.edu.um.entities.User@3fa77460 | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=798 | ping.exe | uy.edu.um.entities.User@2d38eb89 | P=118
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=84578 | java.exe | uy.edu.um.entities.User@619a5dff | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=87276 | powershell.exe | uy.edu.um.entities.User@1ed6993a | P=118
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=72764 | services.exe | uy.edu.um.entities.User@2d38eb89 | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=35419 | cmd.exe | uy.edu.um.entities.User@619a5dff | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77170 | regedit.exe | uy.edu.um.entities.User@2d8e6db6 | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=30524 | python.exe | uy.edu.um.entities.User@1ed6993a | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=18113 | explorer.exe | uy.edu.um.entities.User@619a5dff | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=61197 | taskmgr.exe | uy.edu.um.entities.User@27f8302d | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=81038 | calc.exe | uy.edu.um.entities.User@4629104a | P=164
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=41896 | java.exe | uy.edu.um.entities.User@1ed6993a | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=87090 | python.exe | uy.edu.um.entities.User@23ab930d | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=79462 | diskpart.exe | uy.edu.um.entities.User@1ed6993a | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=48693 | node.exe | uy.edu.um.entities.User@4d76f3f8 | P=229
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=55629 | git.exe | uy.edu.um.entities.User@3fa77460 | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=4247 | wmic.exe | uy.edu.um.entities.User@5fa7e7ff | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=24053 | calc.exe | uy.edu.um.entities.User@4629104a | P=164
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=48560 | ping.exe | uy.edu.um.entities.User@1ed6993a | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=40040 | diskpart.exe | uy.edu.um.entities.User@6e5e91e4 | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=67933 | netstat.exe | uy.edu.um.entities.User@1ed6993a | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=84590 | control.exe | uy.edu.um.entities.User@6e5e91e4 | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=54456 | services.exe | uy.edu.um.entities.User@4d76f3f8 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=15559 | git.exe | uy.edu.um.entities.User@1ed6993a | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=76150 | calc.exe | uy.edu.um.entities.User@27f8302d | P=115
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=39747 | diskpart.exe | uy.edu.um.entities.User@23ab930d | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=49501 | regedit.exe | uy.edu.um.entities.User@23ab930d | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26276 | explorer.exe | uy.edu.um.entities.User@6e5e91e4 | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=59640 | python.exe | uy.edu.um.entities.User@4534b60d | P=133
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=386 | ssh.exe | uy.edu.um.entities.User@5fa7e7ff | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=88248 | regedit.exe | uy.edu.um.entities.User@619a5dff | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47840 | notepad.exe | uy.edu.um.entities.User@4d76f3f8 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=40514 | java.exe | uy.edu.um.entities.User@4629104a | P=163
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=5138 | python.exe | uy.edu.um.entities.User@5fa7e7ff | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=76568 | calc.exe | uy.edu.um.entities.User@5fa7e7ff | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=32482 | gradle.exe | uy.edu.um.entities.User@619a5dff | P=70
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=6610 | control.exe | uy.edu.um.entities.User@23ab930d | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=61713 | explorer.exe | uy.edu.um.entities.User@4534b60d | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=4550 | java.exe | uy.edu.um.entities.User@23ab930d | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=29661 | control.exe | uy.edu.um.entities.User@3fa77460 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=97645 | netstat.exe | uy.edu.um.entities.User@27f8302d | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=79914 | regedit.exe | uy.edu.um.entities.User@4629104a | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46929 | mvn.exe | uy.edu.um.entities.User@3fa77460 | P=131
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=97353 | ftp.exe | uy.edu.um.entities.User@3fa77460 | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=62070 | explorer.exe | uy.edu.um.entities.User@4629104a | P=164
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=82458 | ftp.exe | uy.edu.um.entities.User@1ed6993a | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=44998 | docker.exe | uy.edu.um.entities.User@1ed6993a | P=70
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26274 | taskmgr.exe | uy.edu.um.entities.User@23ab930d | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47726 | regedit.exe | uy.edu.um.entities.User@1ed6993a | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=50479 | ftp.exe | uy.edu.um.entities.User@3fa77460 | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47919 | notepad.exe | uy.edu.um.entities.User@4534b60d | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=73164 | diskpart.exe | uy.edu.um.entities.User@4629104a | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46410 | java.exe | uy.edu.um.entities.User@3fa77460 | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=91115 | ssh.exe | uy.edu.um.entities.User@6e5e91e4 | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=16229 | ping.exe | uy.edu.um.entities.User@2d38eb89 | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=84299 | ssh.exe | uy.edu.um.entities.User@3fa77460 | P=133
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=73588 | chrome.exe | uy.edu.um.entities.User@4534b60d | P=134
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=29978 | gradle.exe | uy.edu.um.entities.User@4534b60d | P=162
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=57302 | wmic.exe | uy.edu.um.entities.User@27f8302d | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=552 | node.exe | uy.edu.um.entities.User@4d76f3f8 | P=164
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=66466 | docker.exe | uy.edu.um.entities.User@4534b60d | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77049 | ssh.exe | uy.edu.um.entities.User@1ed6993a | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=94288 | ssh.exe | uy.edu.um.entities.User@2d38eb89 | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=64547 | gradle.exe | uy.edu.um.entities.User@3fa77460 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=50801 | control.exe | uy.edu.um.entities.User@4d76f3f8 | P=229
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=56585 | notepad.exe | uy.edu.um.entities.User@619a5dff | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=33744 | regedit.exe | uy.edu.um.entities.User@619a5dff | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=30689 | mvn.exe | uy.edu.um.entities.User@2d8e6db6 | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=70951 | ftp.exe | uy.edu.um.entities.User@27f8302d | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=49598 | mvn.exe | uy.edu.um.entities.User@1ed6993a | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=2401 | ipconfig.exe | uy.edu.um.entities.User@6e5e91e4 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26506 | gradle.exe | uy.edu.um.entities.User@4629104a | P=227
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=86240 | control.exe | uy.edu.um.entities.User@23ab930d | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77920 | docker.exe | uy.edu.um.entities.User@4629104a | P=133
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=41565 | wmic.exe | uy.edu.um.entities.User@619a5dff | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=48543 | netstat.exe | uy.edu.um.entities.User@2d38eb89 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=71820 | powershell.exe | uy.edu.um.entities.User@2d38eb89 | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=72823 | python.exe | uy.edu.um.entities.User@4534b60d | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=41819 | control.exe | uy.edu.um.entities.User@6e5e91e4 | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=13819 | services.exe | uy.edu.um.entities.User@3fa77460 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=70068 | cmd.exe | uy.edu.um.entities.User@27f8302d | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=38562 | ping.exe | uy.edu.um.entities.User@4629104a | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=43540 | java.exe | uy.edu.um.entities.User@2d38eb89 | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=16134 | ftp.exe | uy.edu.um.entities.User@2d8e6db6 | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=33542 | ipconfig.exe | uy.edu.um.entities.User@2d38eb89 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=16877 | control.exe | uy.edu.um.entities.User@4534b60d | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=53001 | regedit.exe | uy.edu.um.entities.User@3fa77460 | P=165
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46763 | calc.exe | uy.edu.um.entities.User@27f8302d | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=35631 | control.exe | uy.edu.um.entities.User@619a5dff | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46971 | powershell.exe | uy.edu.um.entities.User@3fa77460 | P=163
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=69350 | gradle.exe | uy.edu.um.entities.User@2d8e6db6 | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=8609 | ping.exe | uy.edu.um.entities.User@619a5dff | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=1703 | explorer.exe | uy.edu.um.entities.User@5fa7e7ff | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=38015 | notepad.exe | uy.edu.um.entities.User@4534b60d | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=6285 | python.exe | uy.edu.um.entities.User@2d8e6db6 | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=84214 | java.exe | uy.edu.um.entities.User@4534b60d | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=58127 | notepad.exe | uy.edu.um.entities.User@5fa7e7ff | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=75184 | diskpart.exe | uy.edu.um.entities.User@2d38eb89 | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=48527 | ping.exe | uy.edu.um.entities.User@4d76f3f8 | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=97741 | node.exe | uy.edu.um.entities.User@23ab930d | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77463 | ping.exe | uy.edu.um.entities.User@23ab930d | P=116
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=75314 | powershell.exe | uy.edu.um.entities.User@4d76f3f8 | P=134
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=1587 | python.exe | uy.edu.um.entities.User@4d76f3f8 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=10756 | ping.exe | uy.edu.um.entities.User@4d76f3f8 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=64800 | ipconfig.exe | uy.edu.um.entities.User@27f8302d | P=56
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=15706 | node.exe | uy.edu.um.entities.User@5fa7e7ff | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=34327 | explorer.exe | uy.edu.um.entities.User@4534b60d | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=63086 | wmic.exe | uy.edu.um.entities.User@3fa77460 | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=21277 | node.exe | uy.edu.um.entities.User@2d38eb89 | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=66956 | mvn.exe | uy.edu.um.entities.User@2d8e6db6 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=87060 | control.exe | uy.edu.um.entities.User@5fa7e7ff | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=92844 | ssh.exe | uy.edu.um.entities.User@6e5e91e4 | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=85743 | python.exe | uy.edu.um.entities.User@2d8e6db6 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=83746 | docker.exe | uy.edu.um.entities.User@5fa7e7ff | P=118
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47012 | ssh.exe | uy.edu.um.entities.User@27f8302d | P=115
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=1103 | services.exe | uy.edu.um.entities.User@5fa7e7ff | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=81634 | wmic.exe | uy.edu.um.entities.User@619a5dff | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=29898 | node.exe | uy.edu.um.entities.User@6e5e91e4 | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=51022 | docker.exe | uy.edu.um.entities.User@2d8e6db6 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=80835 | calc.exe | uy.edu.um.entities.User@27f8302d | P=117
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=65503 | python.exe | uy.edu.um.entities.User@27f8302d | P=56
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=29769 | regedit.exe | uy.edu.um.entities.User@4629104a | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=71085 | powershell.exe | uy.edu.um.entities.User@4534b60d | P=165
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=12580 | ssh.exe | uy.edu.um.entities.User@23ab930d | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=76353 | chrome.exe | uy.edu.um.entities.User@23ab930d | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=43550 | services.exe | uy.edu.um.entities.User@5fa7e7ff | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=72684 | wmic.exe | uy.edu.um.entities.User@3fa77460 | P=163
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=89747 | powershell.exe | uy.edu.um.entities.User@6e5e91e4 | P=117
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=49905 | ipconfig.exe | uy.edu.um.entities.User@27f8302d | P=67
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=58442 | java.exe | uy.edu.um.entities.User@4d76f3f8 | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=77259 | calc.exe | uy.edu.um.entities.User@5fa7e7ff | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=7208 | taskmgr.exe | uy.edu.um.entities.User@5fa7e7ff | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=74448 | taskmgr.exe | uy.edu.um.entities.User@6e5e91e4 | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=95762 | notepad.exe | uy.edu.um.entities.User@6e5e91e4 | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=90715 | netstat.exe | uy.edu.um.entities.User@2d38eb89 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=45317 | wmic.exe | uy.edu.um.entities.User@2d38eb89 | P=50
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=8152 | ping.exe | uy.edu.um.entities.User@619a5dff | P=52
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=5613 | diskpart.exe | uy.edu.um.entities.User@27f8302d | P=54
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=86221 | python.exe | uy.edu.um.entities.User@3fa77460 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=70763 | ssh.exe | uy.edu.um.entities.User@3fa77460 | P=162
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=43386 | regedit.exe | uy.edu.um.entities.User@2d38eb89 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=39398 | powershell.exe | uy.edu.um.entities.User@5fa7e7ff | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=18477 | taskmgr.exe | uy.edu.um.entities.User@2d8e6db6 | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=93398 | powershell.exe | uy.edu.um.entities.User@5fa7e7ff | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=26352 | calc.exe | uy.edu.um.entities.User@1ed6993a | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=12706 | cmd.exe | uy.edu.um.entities.User@4629104a | P=195
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=50484 | wmic.exe | uy.edu.um.entities.User@4d76f3f8 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=11419 | control.exe | uy.edu.um.entities.User@619a5dff | P=101
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=69086 | ssh.exe | uy.edu.um.entities.User@27f8302d | P=70
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=54777 | cmd.exe | uy.edu.um.entities.User@5fa7e7ff | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=11670 | java.exe | uy.edu.um.entities.User@4629104a | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=46962 | cmd.exe | uy.edu.um.entities.User@4629104a | P=194
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=76610 | chrome.exe | uy.edu.um.entities.User@4d76f3f8 | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=57955 | diskpart.exe | uy.edu.um.entities.User@3fa77460 | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=64492 | diskpart.exe | uy.edu.um.entities.User@2d8e6db6 | P=102
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=83846 | notepad.exe | uy.edu.um.entities.User@4d76f3f8 | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=87045 | java.exe | uy.edu.um.entities.User@27f8302d | P=99
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=71800 | diskpart.exe | uy.edu.um.entities.User@5fa7e7ff | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=70298 | java.exe | uy.edu.um.entities.User@4629104a | P=100
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=79203 | ssh.exe | uy.edu.um.entities.User@4d76f3f8 | P=98
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=18149 | node.exe | uy.edu.um.entities.User@2d8e6db6 | P=83
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=89824 | ping.exe | uy.edu.um.entities.User@4d76f3f8 | P=196
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=47741 | ping.exe | uy.edu.um.entities.User@6e5e91e4 | P=118
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=33828 | calc.exe | uy.edu.um.entities.User@3fa77460 | P=199
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=69645 | services.exe | uy.edu.um.entities.User@4629104a | P=228
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=11182 | control.exe | uy.edu.um.entities.User@4629104a | P=130
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=56115 | control.exe | uy.edu.um.entities.User@4534b60d | P=226
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=7502 | regedit.exe | uy.edu.um.entities.User@619a5dff | P=84
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=6329 | notepad.exe | uy.edu.um.entities.User@619a5dff | P=114
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=70278 | node.exe | uy.edu.um.entities.User@23ab930d | P=66
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=85101 | mvn.exe | uy.edu.um.entities.User@1ed6993a | P=69
[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=59967 | docker.exe | uy.edu.um.entities.User@3fa77460 | P=131
